0x1FC1D2E30000	"FRRECSPN"
0x1FC1D2E3DD19	"Oil Pressure Sensor 6"
0x1FC1D2E3DD1A	"Oil Pressure Sensor 7 Voltage"
0x1FC1D2E3DD1B	"Oil Pressure Sensor 7"
0x1FC1D2E3DD1C	"Oil Pressure Sensor 8 Voltage"
0x1FC1D2E3DD1D	"Oil Pressure Sensor 8"
0x1FC1D2E3DD1E	"PCLETACT"
0x1FC1D2E3DD1F	"PCLETNG"
0x1FC1D2E3DD20	"PCLETOK"
0x1FC1D2E3DD21	"左前制动卡钳压力传感器"
0x1FC1D2E3DD22	"左前制动卡钳压力传感器状态"
0x1FC1D2E3DD23	"左后制动卡钳压力传感器"
0x1FC1D2E3DD24	"左后制动卡钳压力传感器状态"
0x1FC1D2E3DD25	"PCLNERMD"
0x1FC1D2E3DD26	"PCLNERMD"
0x1FC1D2E3DD27	"反馈学习错误代码"
0x1FC1D2E3DD28	"反馈学习的状态"
0x1FC1D2E3DD29	"反馈学习的状态"
0x1FC1D2E3DD2A	"左前制动卡钳压力传感器偏差"
0x1FC1D2E3DD2B	"左后制动卡钳压力传感器偏差"
0x1FC1D2E3DD2C	"右前制动卡钳压力传感器偏差"
0x1FC1D2E3DD2D	"右后制动卡钳压力传感器偏差"
0x1FC1D2E3DD2E	"油压传感器R电压"
0x1FC1D2E3DD2F	"右前制动卡钳压力传感器"
0x1FC1D2E3DD30	"右前制动卡钳压力传感器状态"
0x1FC1D2E3DD31	"右后制动卡钳压力传感器"
0x1FC1D2E3DD32	"右后制动卡钳压力传感器状态"
0x1FC1D2E3DD33	"油压传感器R"
0x1FC1D2E3DD34	"PCM"
0x1FC1D2E3DD35	"PDU请求动力"
0x1FC1D2E3DD36	"驻车请求指令数值"
0x1FC1D2E3DD37	"PCMREQ"
0x1FC1D2E3DD38	"PCM检测到VSA CAN（控制局域网）通信故障"
0x1FC1D2E3DD39	"来自PCM的CAN通信"
0x1FC1D2E3DD3A	"PCM代码"
0x1FC1D2E3DD3B	"PCM通信线路"
0x1FC1D2E3DD3C	"PCM故障1"
0x1FC1D2E3DD3D	"PCM故障2"
0x1FC1D2E3DD3E	"VGS执行器控制器设定点数值"
0x1FC1D2E3DD3F	"VGS执行器"
0x1FC1D2E3DD40	"VGS执行器控制器状态变化"
0x1FC1D2E3DD41	"PCS（CPV）关闭"
0x1FC1D2E3DD42	"PCS（CPV）关闭，CVS关闭和BPS打开"
0x1FC1D2E3DD43	"PCS（CPV）关闭，CVS打开和BPS关闭"
0x1FC1D2E3DD44	"PCS（CPV）打开"
0x1FC1D2E3DD45	"PCS（CPV）打开，CVS打开和BPS打开"
0x1FC1D2E3DD46	"PCU系统"
0x1FC1D2E3DD47	"功率控制单元B(PCU)"
0x1FC1D2E3DD48	"PCV通气装置"
0x1FC1D2E3DD49	"PCV软管"
0x1FC1D2E3DD4A	"不能访问选定的存档位置。请确保网络连接可用。"
0x1FC1D2E3DD4B	"PC泵电机"
0x1FC1D2E3DD4C	"PC传感器"
0x1FC1D2E3DD4D	"离合器压力控制电磁阀由规定的电流值驱动。您希望继续吗？"
0x1FC1D2E3DD4E	"离合器压力控制电磁阀A"
0x1FC1D2E3DD4F	"离合器压力控制电磁阀B"
0x1FC1D2E3DD50	"离合器压力控制电磁阀C"
0x1FC1D2E3DD51	"离合器压力控制电磁阀控制菜单"
0x1FC1D2E3DD52	"不能测试该车辆的离合器压力控制电磁阀 %s"
0x1FC1D2E3DD53	"空调PD压力"
0x1FC1D2E3DD54	"爪形离合器的油压传感器电压"
0x1FC1D2E3DD55	"爪形离合器的油压传感器值"
0x1FC1D2E3DD56	"关闭时阳极压力检查时的压降"
0x1FC1D2E3DD57	"在维修模式下执行阳极压力检查时的压降"
0x1FC1D2E3DD58	"驻车诊断线路1输入数值（用于主电路）"
0x1FC1D2E3DD59	"驻车诊断线路2输入数值（用于副电路）"
0x1FC1D2E3DD5A	"PDI模式菜单"
0x1FC1D2E3DD5B	"复位发动机模块/动力模块"
0x1FC1D2E3DD5C	"维护提示装置"
0x1FC1D2E3DD5D	"装运模式释放"
0x1FC1D2E3DD5E	"按[确定]键清除DTC和来自ECM/PCM的数据"
0x1FC1D2E3DD5F	"按[确定]键重新设置ECU数据"
0x1FC1D2E3DD60	"DTC和定格数据已被清除。"
0x1FC1D2E3DD61	"ECM/PCM被重新设置"
0x1FC1D2E3DD62	"ECM/PCM重新设置"
0x1FC1D2E3DD63	"燃油温度传感器电压相关性错误"
0x1FC1D2E3DD64	"从动皮带轮压力传感器（V）"
0x1FC1D2E3DD65	"从动皮带轮压力（V）"
0x1FC1D2E3DD66	"从动皮带轮压力"
0x1FC1D2E3DD67	"从动皮带轮压力"
0x1FC1D2E3DD68	"PDR A的完成状态位，08/09 CL1"
0x1FC1D2E3DD69	"PDR A的完成状态位，08/09 CL2"
0x1FC1D2E3DD6A	"PDR A的完成状态位，0A/0B CL1"
0x1FC1D2E3DD6B	"PDR A的完成状态位，0A/0B CL2"
0x1FC1D2E3DD6C	"PDR A的完成状态位，0C/0D/0E/0F/10/11/12/13/14/15/16/17 CL1"
0x1FC1D2E3DD6D	"PDR A的完成状态位，0C/0D/0E/0F/10/11/12/13/14/15/16/17 CL2"
0x1FC1D2E3DD6E	"PDR A的完成状态位，18/19 CL1"
0x1FC1D2E3DD6F	"PDR A的完成状态位，18/19 CL2"
0x1FC1D2E3DD70	"PDR A的完成状态位，1A/1B  CL1"
0x1FC1D2E3DD71	"PDR A的完成状态位，1A/1B  CL2"
0x1FC1D2E3DD72	"PDR A的完成状态位，1C/1D/1E/1F/20/21/22/23/24/25/26/27 CL1"
0x1FC1D2E3DD73	"PDR A的完成状态位，1C/1D/1E/1F/20/21/22/23/24/25/26/27 CL2"
0x1FC1D2E3DD74	"PDR A的完成状态位，28/29 CL1"
0x1FC1D2E3DD75	"PDR A的完成状态位，28/29 CL2"
0x1FC1D2E3DD76	"PDR A的完成状态位，2A/2B CL1"
0x1FC1D2E3DD77	"PDR A的完成状态位，2A/2B CL2"
0x1FC1D2E3DD78	"PDR B的完成状态位，2C/2D CL1"
0x1FC1D2E3DD79	"PDR B的完成状态位，2C/2D CL2"
0x1FC1D2E3DD7A	"PDR B的完成状态位，2E/2F CL1"
0x1FC1D2E3DD7B	"PDR B的完成状态位，2E/2F CL2"
0x1FC1D2E3DD7C	"PDR B的完成状态位，30/31 CL1"
0x1FC1D2E3DD7D	"PDR B的完成状态位，30/31 CL2"
0x1FC1D2E3DD7E	"PDR B的完成状态位，32/33 CL1"
0x1FC1D2E3DD7F	"PDR B的完成状态位，32/33 CL2"
0x1FC1D2E3DD80	"PDR B的完成状态位，34/35 CL1"
0x1FC1D2E3DD81	"PDR B的完成状态位，34/35 CL2"
0x1FC1D2E3DD82	"1号驻车执行器驱动器状态（用于主电路）"
0x1FC1D2E3DD83	"2号驻车执行器驱动器状态（用于副电路）"
0x1FC1D2E3DD84	"PDSW"
0x1FC1D2E3DD85	"正在检查该服务的支持性…"
0x1FC1D2E3DD86	"该功能的目的在于启用深圳富士伟业本田智能诊断程序以获取所有带“永久DTC”状态的DTC。\n\n注意：“永久DTC”存储在非易失性存储器中，不能被任何诊断服务清除或通过断开至ECU的电源来清除。如果在MIL不亮起的情况下检查到存在永久DTC，则表示适当的修复尚未被车载监控系统所确认。"
0x1FC1D2E3DD87	"该服务不可用。"
0x1FC1D2E3DD88	"永久DTC"
0x1FC1D2E3DD89	"永久DTC检查"
0x1FC1D2E3DD8A	"节能PDU温度"
0x1FC1D2E3DD8B	"PDUPUT传感器"
0x1FC1D2E3DD8C	"PDUPVT传感器"
0x1FC1D2E3DD8D	"PDUPWT传感器"
0x1FC1D2E3DD8E	"电机控制停止期间标记"
0x1FC1D2E3DD8F	"IPU控制暂停标记"
0x1FC1D2E3DD90	"PDU状态（GEN）"
0x1FC1D2E3DD91	"PDU状态（TRC）"
0x1FC1D2E3DD92	"主电路的驻车执行器输出"
0x1FC1D2E3DD93	"CPCV占空比（比例项）"
0x1FC1D2E3DD94	"副电路的驻车执行器输出"
0x1FC1D2E3DD95	"HUMBP占空比（比例项）"
0x1FC1D2E3DD96	"阴极输入端密封阀占空比（比例项）"
0x1FC1D2E3DD97	"阴极输出端密封阀占空比（比例项）"
0x1FC1D2E3DD98	"CPCV占空比（比例项）"
0x1FC1D2E3DD99	"HUMBP占空比（比例项）"
0x1FC1D2E3DD9A	"阴极输入端密封阀占空比（比例项）"
0x1FC1D2E3DD9B	"阴极输出端密封阀占空比（比例项）"
0x1FC1D2E3DD9C	"PDUV传感器"
0x1FC1D2E3DD9D	"PDU温度"
0x1FC1D2E3DD9E	"充电和放电量"
0x1FC1D2E3DD9F	"加速踏板传感器数据"
0x1FC1D2E3DDA0	"PELCMDCMPF1"
0x1FC1D2E3DDA1	"PELCMDCMPF2"
0x1FC1D2E3DDA2	"PELCMGAVE"
0x1FC1D2E3DDA3	"ELCM压力传感器绝对压力"
0x1FC1D2E3DDA4	"PELCM"
0x1FC1D2E3DDA5	"ELCM压力传感器的绝对压力"
0x1FC1D2E3DDA6	"已执行"
0x1FC1D2E3DDA7	"永久性DTC%d-%d"
0x1FC1D2E3DDA8	"压力差"
0x1FC1D2E3DDA9	"PF2传感器"
0x1FC1D2E3DDAA	"永久故障代码1"
0x1FC1D2E3DDAB	"永久故障代码1"
0x1FC1D2E3DDAC	"永久故障代码1（GEN）"
0x1FC1D2E3DDAD	"永久故障代码1（TRC）"
0x1FC1D2E3DDAE	"永久故障代码2"
0x1FC1D2E3DDAF	"永久故障代码2"
0x1FC1D2E3DDB0	"永久故障代码2（GEN）"
0x1FC1D2E3DDB1	"永久故障代码2（TRC）"
0x1FC1D2E3DDB2	"永久故障代码3"
0x1FC1D2E3DDB3	"永久故障代码3"
0x1FC1D2E3DDB4	"永久故障代码3（GEN）"
0x1FC1D2E3DDB5	"永久故障代码3（TRC）"
0x1FC1D2E3DDB6	"永久故障代码4"
0x1FC1D2E3DDB7	"永久故障代码4"
0x1FC1D2E3DDB8	"永久故障代码4（GEN）"
0x1FC1D2E3DDB9	"永久故障代码4（TRC）"
0x1FC1D2E3DDBA	"从PF传感器转换得到的燃油压力"
0x1FC1D2E3DDBB	"燃油压力直接喷射系统"
0x1FC1D2E3DDBC	"目标燃油压力"
0x1FC1D2E3DDBD	"自PF传感器转换得出的燃油压力"
0x1FC1D2E3DDBE	"发动机控制系统(PGM-FI)"
0x1FC1D2E3DDBF	"PFINH"
0x1FC1D2E3DDC0	"PFINH信号"
0x1FC1D2E3DDC1	"减压阀"
0x1FC1D2E3DDC2	"本车不支持KLAF或KLAF（B1/B2）。"
0x1FC1D2E3DDC3	"燃油压力传感器"
0x1FC1D2E3DDC4	"燃油压力传感器"
0x1FC1D2E3DDC5	"PGM-FI通信"
0x1FC1D2E3DDC6	"PGM-FI指示器"
0x1FC1D2E3DDC7	"MIL指示项目之外的故障状态"
0x1FC1D2E3DDC8	"PGM-FI通信"
0x1FC1D2E3DDC9	"检查以下车辆条件："
0x1FC1D2E3DDCA	"点火开关打开"
0x1FC1D2E3DDCB	"换档档位应为P或N"
0x1FC1D2E3DDCC	"进行测试之前先清除DTC"
0x1FC1D2E3DDCD	"发动机应该没有在运转。"
0x1FC1D2E3DDCE	"检测到条件不符"
0x1FC1D2E3DDCF	"释放油门踏板。"
0x1FC1D2E3DDD0	"按[确定]键开始进行条件检查"
0x1FC1D2E3DDD1	"故障：没有发现HFT数据项目，本测试将退出"
0x1FC1D2E3DDD2	"发动机控制系统(PGM-FI)"
0x1FC1D2E3DDD3	"打开点火开关。"
0x1FC1D2E3DDD4	"如适用的话："
0x1FC1D2E3DDD5	"1. 重新连接软管、插头和传感器。"
0x1FC1D2E3DDD6	"2. 断开SCS维修插头。"
0x1FC1D2E3DDD7	"关闭所有电气装置"
0x1FC1D2E3DDD8	"方向盘对中"
0x1FC1D2E3DDD9	"测试时不要转动方向盘"
0x1FC1D2E3DDDA	"已经找到以下DTC"
0x1FC1D2E3DDDB	"注意！"
0x1FC1D2E3DDDC	"测试中断"
0x1FC1D2E3DDDD	"关闭点火开关"
0x1FC1D2E3DDDE	"打开点火开关"
0x1FC1D2E3DDDF	"测试结束"
0x1FC1D2E3DDE0	"您希望继续吗？"
0x1FC1D2E3DDE1	"<超出范围>"
0x1FC1D2E3DDE2	"变速箱档位"
0x1FC1D2E3DDE3	"正极压力（仪表）传感器数值（加热器部件）"
0x1FC1D2E3DDE4	"输入阶段2功能状态"
0x1FC1D2E3DDE5	"氢气喷射器上游侧氢气压力"
0x1FC1D2E3DDE6	"氢气喷射器上游氢气压力传感器状态"
0x1FC1D2E3DDE7	"主调节器出口氢气压力"
0x1FC1D2E3DDE8	"主调节器出口氢气压力传感器状态"
0x1FC1D2E3DDE9	"主调节器出口氢气压力传感器电压"
0x1FC1D2E3DDEA	"H2压力传感器数值（第1个调节器出口）"
0x1FC1D2E3DDEB	"燃料电池堆进口目标氢气压力"
0x1FC1D2E3DDEC	"燃料电池堆进口氢气压力传感器状态"
0x1FC1D2E3DDED	"燃料电池堆进口氢气压力"
0x1FC1D2E3DDEE	"燃料电池堆进口氢气压力传感器电压"
0x1FC1D2E3DDEF	"H2压力传感器数值"
0x1FC1D2E3DDF0	"H2油箱压力"
0x1FC1D2E3DDF1	"氢气罐压力传感器状态"
0x1FC1D2E3DDF2	"H2箱压力传感器数值"
0x1FC1D2E3DDF3	"输入阶段2 VSP阈值"
0x1FC1D2E3DDF4	"电机相位"
0x1FC1D2E3DDF5	"电机相位"
0x1FC1D2E3DDF6	"电机相位（电机）"
0x1FC1D2E3DDF7	"电机相位"
0x1FC1D2E3DDF8	"电机相位（GEN）"
0x1FC1D2E3DDF9	"电机相位（TRC）"
0x1FC1D2E3DDFA	"电机相位（电机）"
0x1FC1D2E3DDFB	"电机相位（TMU-L）"
0x1FC1D2E3DDFC	"电机相位（TMU-R）"
0x1FC1D2E3DDFD	"电机相位（GEN）"
0x1FC1D2E3DDFE	"电机相位（TRC）"
0x1FC1D2E3DDFF	"电机相位（TMU-L）"
0x1FC1D2E3DE00	"电机相位（TMU-R）"
0x1FC1D2E3DE01	"正极压力状态"
0x1FC1D2E3DE02	"增湿器进气压力传感器电压"
0x1FC1D2E3DE03		"本田PILOT[北美制造](PILOT)"
0x1FC1D2E3DE04	"P档指示器LED信号"
0x1FC1D2E3DE05	"PINH"
0x1FC1D2E3DE06	"PINHL"
0x1FC1D2E3DE07	"PINHR"
0x1FC1D2E3DE08	"换档机构中的驻车开关1"
0x1FC1D2E3DE09	"换档机构中的驻车开关2"
0x1FC1D2E3DE0A	"针型开关故障。"
0x1FC1D2E3DE0B	"直流电流估计值（电机）"
0x1FC1D2E3DE0C	"直流电流估计值（TMU-L）"
0x1FC1D2E3DE0D	"直流电流估计值（TMU-R）"
0x1FC1D2E3DE0E	"PISO2"
0x1FC1D2E3DE0F	"油路压力电磁阀A"
0x1FC1D2E3DE10	"PLD"
0x1FC1D2E3DE11	"PLDVMAX"
0x1FC1D2E3DE12	"PLDVSMAX"
0x1FC1D2E3DE13	"PDU驱动力极限"
0x1FC1D2E3DE14	"请稍候"
0x1FC1D2E3DE15	"请稍候"
0x1FC1D2E3DE16	"波兰语"
0x1FC1D2E3DE17	"电源限制代码历史"
0x1FC1D2E3DE18	"PLR"
0x1FC1D2E3DE19	"PDU再生动力极限"
0x1FC1D2E3DE1A	"车轮转速脉冲计数值"
0x1FC1D2E3DE1B	"左后脉冲计数值"
0x1FC1D2E3DE1C	"右后脉冲计数值"
0x1FC1D2E3DE1D	"MAF传感器输出脉冲之间的时间频率"
0x1FC1D2E3DE1E	"请检查线束"
0x1FC1D2E3DE1F	"PM1"
0x1FC1D2E3DE20	"PM2"
0x1FC1D2E3DE21	"PM3"
0x1FC1D2E3DE22	"PM4"
0x1FC1D2E3DE23	"PMC2OFS"
0x1FC1D2E3DE24	"PMCALLV"
0x1FC1D2E3DE25	"PMCCNT"
0x1FC1D2E3DE26	"PMCOFS"
0x1FC1D2E3DE27	"主缸压力传感器偏差"
0x1FC1D2E3DE28	"用于校正主缸压力传感器的偏差数据"
0x1FC1D2E3DE29	"主缸压力数值"
0x1FC1D2E3DE2A	"主缸压力"
0x1FC1D2E3DE2B	"主缸压力传感器数值"
0x1FC1D2E3DE2C	"制动压力"
0x1FC1D2E3DE2D	"制动器压力传感器状态"
0x1FC1D2E3DE2E	"怠速停止抑制（PMSTRCYL）"
0x1FC1D2E3DE2F	"P/N档开关"
0x1FC1D2E3DE30	"摇臂油压传感器A"
0x1FC1D2E3DE31	"TMU制动压力电压"
0x1FC1D2E3DE32	"摇臂机油压力传感器"
0x1FC1D2E3DE33	"（摇臂）油压传感器（B）"
0x1FC1D2E3DE34	"当前档位"
0x1FC1D2E3DE35	"B档"
0x1FC1D2E3DE36	"D档"
0x1FC1D2E3DE37	"N档"
0x1FC1D2E3DE38	"P档"
0x1FC1D2E3DE39	"R档"
0x1FC1D2E3DE3A	"换档档位"
0x1FC1D2E3DE3B	"弹起式发动机盖"
0x1FC1D2E3DE3C	"离合器执行器位置1"
0x1FC1D2E3DE3D	"离合器执行器位置2"
0x1FC1D2E3DE3E	"POSCHRG"
0x1FC1D2E3DE3F	"用于显示的档位信息"
0x1FC1D2E3DE40	"位置"
0x1FC1D2E3DE41	"位置"
0x1FC1D2E3DE42	"选择执行器位置"
0x1FC1D2E3DE43	"换档执行器位置"
0x1FC1D2E3DE44	"可能的故障"
0x1FC1D2E3DE45	"后点火"
0x1FC1D2E3DE46	"接通点火开关的次数"
0x1FC1D2E3DE47	"请求最大电功率"
0x1FC1D2E3DE48	"电源"
0x1FC1D2E3DE49	"传动系"
0x1FC1D2E3DE4A	"电源接地"
0x1FC1D2E3DE4B	"电源继电器"
0x1FC1D2E3DE4C	"电源继电器"
0x1FC1D2E3DE4D	"电动释放关闭电机：关闭"
0x1FC1D2E3DE4E	"电动释放关闭电机：断路"
0x1FC1D2E3DE4F	"电源"
0x1FC1D2E3DE50	"PTG安全"
0x1FC1D2E3DE51	"电源电压"
0x1FC1D2E3DE52	"最大功率"
0x1FC1D2E3DE53	"最小功率"
0x1FC1D2E3DE54	"请求最小电功率"
0x1FC1D2E3DE55	"电机功率"
0x1FC1D2E3DE56	"当前电机功率"
0x1FC1D2E3DE57	"电机电源有效标记"
0x1FC1D2E3DE58	"最大功率极限"
0x1FC1D2E3DE59	"最小功率极限"
0x1FC1D2E3DE5A	"目标功率数值"
0x1FC1D2E3DE5B	"阳极侧估计氮气分压"
0x1FC1D2E3DE5C	"PDU输入侧功率"
0x1FC1D2E3DE5D	"驻车PIN开关"
0x1FC1D2E3DE5E	"驻车PIN开关"
0x1FC1D2E3DE5F	"驻车PIN开关"
0x1FC1D2E3DE60	"P档"
0x1FC1D2E3DE61	"快速充电接触器（P）继电器"
0x1FC1D2E3DE62	"快速充电接触器（P）继电器"
0x1FC1D2E3DE63	"空气泵压力比波动检测阈值"
0x1FC1D2E3DE64	"空气泵压力比"
0x1FC1D2E3DE65	"充电停止请求的SOC"
0x1FC1D2E3DE66	"缺少车轮压力传感器"
0x1FC1D2E3DE67	"内置车轮压力传感器"
0x1FC1D2E3DE68	"VSA（车辆稳定辅助）类型"
0x1FC1D2E3DE69	"主接触器占空比"
0x1FC1D2E3DE6A	"副接触器占空比"
0x1FC1D2E3DE6B	"FSV1 PWM占空比指令"
0x1FC1D2E3DE6C	"FSV2 PWM占空比指令"
0x1FC1D2E3DE6D	"脉冲信号占空比（氢气切断单元）"
0x1FC1D2E3DE6E	"脉冲信号占空比（SRS单元）"
0x1FC1D2E3DE6F	"蓄电池状态监控器中前空调的启用状态"
0x1FC1D2E3DE70	"蓄电池状态监控器中前空调的启用状态"
0x1FC1D2E3DE71	"给预接触器继电器1的指令"
0x1FC1D2E3DE72	"给预接触器继电器1的指令"
0x1FC1D2E3DE73	"给预接触器继电器1的指令"
0x1FC1D2E3DE74	"给预接触器继电器1的指令"
0x1FC1D2E3DE75	"调节器阀输出口压力传感器"
0x1FC1D2E3DE76	"校正伺服调节器压力传感器的偏差数据"
0x1FC1D2E3DE77	"氢气喷射器氢气压力传感器电压"
0x1FC1D2E3DE78	"伺服调节器压力传感器数值"
0x1FC1D2E3DE79		"本田序曲(PRELUDE)"
0x1FC1D2E3DE7A	"操作"
0x1FC1D2E3DE7B	"停止"
0x1FC1D2E3DE7C	"电子油泵的工作状况"
0x1FC1D2E3DE7D	"电动油泵运行条件"
0x1FC1D2E3DE7E	"油压控制测试"
0x1FC1D2E3DE7F	"压力（基本）"
0x1FC1D2E3DE80	"压力控制"
0x1FC1D2E3DE81	"压力开关"
0x1FC1D2E3DE82	"踩下制动踏板，挂入P档"
0x1FC1D2E3DE83	"按下[确定]键"
0x1FC1D2E3DE84	"按[确定]键重新设置DBW"
0x1FC1D2E3DE85	"按[确定]键开始初始化"
0x1FC1D2E3DE86	"压力控制电磁阀A"
0x1FC1D2E3DE87	"压力控制电磁阀B"
0x1FC1D2E3DE88	"压力控制电磁阀C"
0x1FC1D2E3DE89	"右压力电磁阀"
0x1FC1D2E3DE8A	"上一定格帧数据"
0x1FC1D2E3DE8B	"旁路接触器"
0x1FC1D2E3DE8C	"旁路接触器"
0x1FC1D2E3DE8D	"旁路接触器"
0x1FC1D2E3DE8E	"净化控制电磁阀负荷"
0x1FC1D2E3DE8F	"氢气旁通喷射器喷射时间比指令"
0x1FC1D2E3DE90	"氢气喷射器喷射时间比指令"
0x1FC1D2E3DE91	"打印当前时间标记下的所有信号"
0x1FC1D2E3DE92	"无法打印。确定您的打印机连接正确，并使用控制面板确认打印机配置正确。"
0x1FC1D2E3DE93	"由于存储卡丢失导致不能打印文件。请再次插入SD卡并再次尝试。"
0x1FC1D2E3DE94	"打印选定数据范围的信号"
0x1FC1D2E3DE95	"处理中"
0x1FC1D2E3DE96	"禁止标记"
0x1FC1D2E3DE97	"PROP蓄电池"
0x1FC1D2E3DE98	"乘客侧后车门把手开关（解锁）"
0x1FC1D2E3DE99	"燃料电池冷却风扇PWM占空比指令"
0x1FC1D2E3DE9A	"蓄能器的气压假定阀"
0x1FC1D2E3DE9B	"SOC（BCM模块）"
0x1FC1D2E3DE9C	"实际压力HCA1"
0x1FC1D2E3DE9D	"实际压力HCA2"
0x1FC1D2E3DE9E	"钢板弹簧预压CL1"
0x1FC1D2E3DE9F	"钢板弹簧预压CL2"
0x1FC1D2E3DEA0	"按[确定]键，操作燃油泵"
0x1FC1D2E3DEA1	"按[确定]键停止燃油泵。\n测试条件：发动机转速 < 1000 RPM\n*HEV车辆超过1000RPM\n\n\n注意1：有些混合动力车辆在燃油泵使用深圳富士伟业本田智能诊断程序停转时不会熄火。\n在有些情况下，这会造成测试过程中出现故障消息。\n如果发生这种情况，请参考维修手册中的“不使用深圳富士伟业本田智能诊断程序进行燃油压力释放”部分。\n\n注意2：燃油泵停转后，\n有些车辆可能需要3分钟或更长时间，发动机才能熄火。\n请耐心等待发动机熄火。"
0x1FC1D2E3DEA2	"按[确定]键，停止所有喷油器。"
0x1FC1D2E3DEA3	"按[确定]键退出"
0x1FC1D2E3DEA4	"正在测试中。"
0x1FC1D2E3DEA5	"压力测试"
0x1FC1D2E3DEA6	"测试步骤%d"
0x1FC1D2E3DEA7	"目标压力"
0x1FC1D2E3DEA8	"检查是否满足下列条件，请再试一次。"
0x1FC1D2E3DEA9	"发动机暖机"
0x1FC1D2E3DEAA	"档位处于停车档。"
0x1FC1D2E3DEAB	"蓄电池电压超过10.0[V]"
0x1FC1D2E3DEAC	"测试结果 "
0x1FC1D2E3DEAD	"故障代码：1H"
0x1FC1D2E3DEAE	"主缸压力"
0x1FC1D2E3DEAF	"前排乘客座椅安全带提醒器"
0x1FC1D2E3DEB0	"电动滑门"
0x1FC1D2E3DEB1	"左侧电动滑动车门控制单元(LPSDCU)"
0x1FC1D2E3DEB2	"电动滑动车门模式菜单"
0x1FC1D2E3DEB3	"助手席侧车门开关"
0x1FC1D2E3DEB4	"助手席侧车门开关"
0x1FC1D2E3DEB5	"乘客侧车门锁钮开关（解锁）"
0x1FC1D2E3DEB6	"右侧电动滑动车门控制单元(RPSDCU)"
0x1FC1D2E3DEB7	"压力传感器无效信号HCA1"
0x1FC1D2E3DEB8	"压力传感器无效信号HCA2"
0x1FC1D2E3DEB9	"驻车传感器非P档信号"
0x1FC1D2E3DEBA	"驻车传感器非P档信号"
0x1FC1D2E3DEBB	"驻车位置传感器非P档信号"
0x1FC1D2E3DEBC	"驻车传感器非P档信号"
0x1FC1D2E3DEBD	"驻车传感器P档信号"
0x1FC1D2E3DEBE	"驻车传感器P档信号"
0x1FC1D2E3DEBF	"驻车位置传感器P档信号"
0x1FC1D2E3DEC0	"驻车传感器P档信号"
0x1FC1D2E3DEC1	"前排乘客侧气囊"
0x1FC1D2E3DEC2	"前排乘客气囊气体发生器断路"
0x1FC1D2E3DEC3	"前排乘客气囊气体发生器短路"
0x1FC1D2E3DEC4	"前排乘客气囊电阻故障"
0x1FC1D2E3DEC5	"前排乘客侧气体发生器"
0x1FC1D2E3DEC6	"助手席侧气体发生器与接地短路"
0x1FC1D2E3DEC7	"前排乘客侧气体发生器对电源短路"
0x1FC1D2E3DEC8	"前排乘客侧张紧装置"
0x1FC1D2E3DEC9	"前排乘客侧张紧装置断路"
0x1FC1D2E3DECA	"前排乘客侧张紧装置电阻故障"
0x1FC1D2E3DECB	"助手席侧张紧装置短路"
0x1FC1D2E3DECC	"助手席侧张紧装置与接地短路"
0x1FC1D2E3DECD	"前排乘客侧张紧装置对电源短路"
0x1FC1D2E3DECE	"PSMOTTRQ"
0x1FC1D2E3DECF	"支持信息（AF传感器/LAMBDA）"
0x1FC1D2E3DED0	"支持信息（AF传感器/LAMBDA）"
0x1FC1D2E3DED1	"电磁阀电源电压"
0x1FC1D2E3DED2	"PSP开关"
0x1FC1D2E3DED3	" 驻车传感器"
0x1FC1D2E3DED4	"刹车传感器"
0x1FC1D2E3DED5	"助手席侧后车门开关"
0x1FC1D2E3DED6	"助手席侧后车门开关"
0x1FC1D2E3DED7	"驻车传感器模式菜单"
0x1FC1D2E3DED8	"中前距离警告"
0x1FC1D2E3DED9	"中后距离警告"
0x1FC1D2E3DEDA	"左前距离警告"
0x1FC1D2E3DEDB	"左后距离警告"
0x1FC1D2E3DEDC	"右前距离警告"
0x1FC1D2E3DEDD	"右后距离警告"
0x1FC1D2E3DEDE	"前部警报"
0x1FC1D2E3DEDF	"主开关指示器"
0x1FC1D2E3DEE0	"后部警报"
0x1FC1D2E3DEE1	"PSSOC"
0x1FC1D2E3DEE2	"节能SOC"
0x1FC1D2E3DEE3	"节能SOC"
0x1FC1D2E3DEE4	"节能SOC"
0x1FC1D2E3DEE5	"节能SOC"
0x1FC1D2E3DEE6	"节能SOC"
0x1FC1D2E3DEE7	"节能SOC"
0x1FC1D2E3DEE8	"节能SOC"
0x1FC1D2E3DEE9	"乘客座椅就座开关"
0x1FC1D2E3DEEA	"EPS转向角传感器数值清除"
0x1FC1D2E3DEEB	"MA EPS控制打开/关闭"
0x1FC1D2E3DEEC	"转向端位学习"
0x1FC1D2E3DEED	"EPS调整"
0x1FC1D2E3DEEE	"EPS转向角传感器数值清除"
0x1FC1D2E3DEEF	"MA EPS控制打开/关闭"
0x1FC1D2E3DEF0	"乘客乘坐开关"
0x1FC1D2E3DEF1	"PSTBAT"
0x1FC1D2E3DEF2	"节能高压蓄电池温度"
0x1FC1D2E3DEF3	"节能高压蓄电池温度"
0x1FC1D2E3DEF4	"节能高压蓄电池温度"
0x1FC1D2E3DEF5	"节能高压蓄电池温度"
0x1FC1D2E3DEF6	"节能高压蓄电池温度"
0x1FC1D2E3DEF7	"节能高压蓄电池温度"
